user_id,id,user,created_at,text,fav,RT,follower,follows,check
572684283,1270990220771471360,bianco_RO,2020-06-11 08:04:17,RT @Grap_1: @AuCwFEcI9js5zOy このために、先日WHOはあべのコロナ対策を「成功」などとフェイク発言したのですね。WHOはビルゲイツと組んで日立製マイクロチップ入の毒ワクチンを世界中に打たせる計画。日本はそれに協力しています。とても危…,0,38,266,353,
1085044883981651968,1270982105644756994,bluelace863,2020-06-11 07:32:02,RT @inori_minoru: @9n7eWQtutsamatw コロナ騒動はフェイクですな。https://t.co/ePjFfgzeJI,0,5,113,119,
278610114,1270979915815350273,shonankb,2020-06-11 07:23:20,RT @inori_minoru: @9n7eWQtutsamatw コロナ騒動はフェイクですな。https://t.co/ePjFfgzeJI,0,5,3355,3348,
562404243,1270972157791633408,churanda0839,2020-06-11 06:52:30,RT @LMp3aesoEU0R85N: 世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。…,0,24,229,137,
797393640880414722,1270969241882161152,ohanachan2016,2020-06-11 06:40:55,RT @inori_minoru: @9n7eWQtutsamatw コロナ騒動はフェイクですな。https://t.co/ePjFfgzeJI,0,5,126,132,
798478204704935937,1270966760372498434,iguigu0807,2020-06-11 06:31:03,RT @Space_417: トランプを嫌いな人も多いだろう私もコロナ禍になるまでは彼はコロナがフェイクと知っているだからマスクもつけずに抗マラリア薬を飲んでみせるパフォーマンスをしたこの映像はパフォーマンスかもしれないしかし教会の前で本気で悪魔と戦うことを誓った#…,0,19,676,676,
1083000971637153793,1270958651860119553,yuka_miko756,2020-06-11 05:58:50,RT @nobuogohara: 拙著、本日発売。「PJ機で到着直後のゴーン会長衝撃の逮捕」の”フェイク映像”（朝日）から始まり、突然のレバノン不正出国に至るまで、誤った報道で、事件は根本的に誤解された。その「歪んだ報道の構図」は、政府のコロナ感染拡大対策、倒産危機に直面する日…,0,316,176,348,
983360457573412864,1270946417524142081,55O1522,2020-06-11 05:10:13,RT @nakahara999: 最近は敵味方フェイク情報が多く、さらに自身の思い込みで間違いだったりとか確認不足でお手付き投稿しちゃったとか多くしばらく投稿自粛気味にしようと思います。それよりコロナ休業３勤４休明けの出勤が鬱すぎて。事物の体制が終結し天界意図の新体制に移…,0,1,3823,4789,
1210163110796910593,1270944294484897792,Kanzas30969130,2020-06-11 05:01:47,RT @AmboTakashi2: 「東京アラート」として、死亡者が殆どいない新型コロナウイルスの危険性を東京都はいまだに煽っております。都知事のパフォーマンスに、いつまでも付き合ってはいられないのです。それよりも「５G」の危険性。コロナはフェイクですが、５Gはリアルに我々の命…,0,13,896,2065,
170644984,1270943339840323584,nakahara999,2020-06-11 04:57:59,最近は敵味方フェイク情報が多く、さらに自身の思い込みで間違いだったりとか確認不足でお手付き投稿しちゃったとか多くしばらく投稿自粛気味にしようと思います。それよりコロナ休業３勤４休明けの出勤が鬱すぎて。事物の体制が終結し天界意図の新体制に移行するように。https://t.co/KCdb7z6uyk,3,1,1006,1374,
1004482113016459266,1270930117783506945,K47070069,2020-06-11 04:05:27,RT @inori_minoru: @9n7eWQtutsamatw コロナ騒動はフェイクですな。https://t.co/ePjFfgzeJI,0,5,55,581,
2278779536,1270929177118601216,inori_minoru,2020-06-11 04:01:43,@9n7eWQtutsamatw コロナ騒動はフェイクですな。https://t.co/ePjFfgzeJI,9,5,784,40,
