id,user,created_at,text,fav,RT,follower,follows,user_id,check
1269665213139189763,kuma_lettuce,2020-06-07 16:19:10,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,1151,4986,3246696726,
1269658758948372485,serannejun2,2020-06-07 15:53:31,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,363,410,117078474,
1269658648810098688,rain07333293,2020-06-07 15:53:05,RT @LMp3aesoEU0R85N: 世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。…,0,24,278,79,1025759614199980032,
1269658320526127104,9obFDvrCw1EqvDa,2020-06-07 15:51:47,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,263,353,976669587436482565,
1269657876395520003,grase0823,2020-06-07 15:50:01,RT @OmegaYamamoto: @sharenewsjapan1 安倍総理は断言したよ。「コロナ感染の世界的な拡大は、中国の責任であり、我々日本は、同盟国であるアメリカと共に、足並みを揃えて、これを追及していく」って。この発言を翌日には「中国擁護」と報道したメディ…,0,29,1217,1085,821905698942353408,
1269657100407300097,tadvirago,2020-06-07 15:46:56,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,1530,3299,1017102211,
1269656985584033792,driveprincess,2020-06-07 15:46:29,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,291,948,1031464137262428161,
1269656319742492672,hotarunohi1,2020-06-07 15:43:50,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,44,220,1012678571163189249,
1269651509274275841,akanuma01,2020-06-07 15:24:43,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,279,4924,264735908,
1269651097662091264,liberation_kei,2020-06-07 15:23:05,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,389,447,3236262271,
1269651031144591363,yoshino_999,2020-06-07 15:22:49,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,277,720,186630860,
1269650839427145728,genthalf,2020-06-07 15:22:03,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,8885,3917,103874912,
1269650113137278978,pinkkon,2020-06-07 15:19:10,RT @LMp3aesoEU0R85N: 世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。…,0,24,32,87,156652100,
1269645055670710275,sakura50921112,2020-06-07 14:59:04,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,1307,1425,992727822258003968,
1269644971419643909,ma_kun39_7chan,2020-06-07 14:58:44,フェイクかそれはよかった声明不参加に関しては嘘とわかったが、コロナのは言い訳にならんぞ中国締め切っとけば国内流行を防げたとは言わんが遅らせることは充分にできただろうに,0,0,129,138,410788451,
1269644706058694657,go_2051,2020-06-07 14:57:41,@hkakeya なんか怖くないですか。あからさまにフェイクや扇動する報道機関。日本だけでなく世界中で。見えない手がゆっくり首絞めてきてる感覚。コロナで人心が荒れてきてる上のこの状況。先の戦争もこんな感じだったのでは？とか考えてしまう。,1,1,13,26,2195626688,
1269644675972907008,mathematicssuki,2020-06-07 14:57:34,@oooioooiooo2 実際に分離されてもう電子顕微鏡像も分かっている新型コロナウイルスを、自分の目に見えないからかフェイクだと断ずるのは原始人と同等の行いです。愚の骨頂。微生物学について少しくらい学んでから否定してください,0,0,48,43,1094682114,
1269642574085492736,oooioooiooo2,2020-06-07 14:49:13,コロナをフェイクだと見抜けない時点で終わってる。ウソを見抜けないと言うことはビジネスや実社会にも影響する。コイツはそこらで怯えてマスクして満員電車に乗る矛盾した馬鹿と同じ思考。 https://t.co/0lSW8kyefj,5,3,476,578,1240287422019039233,
1269638976706473984,mathematicssuki,2020-06-07 14:34:55,@oooioooiooo2 @May_Roma 私はコロナを煽ってるんじゃなくて、コロナはフェイクだって陰謀論を語る人を煽っています。,1,0,48,43,1094682114,
1269638093113417735,787kei_fm_love,2020-06-07 14:31:24,RT @konotarogomame: 怒！こういうフェイクを流すのは誰だ？新型コロナ 台湾で河野防衛大臣を装った虚偽ツイートが拡散　日台共同ファクトチェックで判明(立岩陽一郎) - Y!ニュース https://t.co/TJ8XVwDasJ,0,10125,98,187,985379010191360002,
1269636759362564097,k_zlatantan,2020-06-07 14:26:06,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,1681,1688,4729636662,
1269635087928184834,nom_0623,2020-06-07 14:19:28,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,163,464,1056516750,
1269630948817006597,mmm08555211,2020-06-07 14:03:01,@pecko178 トランプもコロナをフェイクだとは言わない、つまりあちら側の人間。,13,1,899,3392,944075836629573632,
1269630948817006597,mmm08555211,2020-06-07 14:03:01,@pecko178 トランプもコロナをフェイクだとは言わない、つまりあちら側の人間。,13,1,899,3392,944075836629573632,
1269630223957454848,suzurann9,2020-06-07 14:00:08,RT @oooioooiooo2: つまりここに集まってる人は今回のコロナがインフルエンザを利用したフェイクってわかってる。ワクチン利権は石油よりもデカいからね。 https://t.co/IzAt81dyOg,0,1,363,793,2536349858,
1269629565174837250,mathematicssuki,2020-06-07 13:57:31,@oooioooiooo2 @May_Roma おかしいですね、コロナはフェイクって言ってるのにまるで本当にコロナウイルスがあるかのような話っぷりじゃないですか？,4,0,48,43,1094682114,
1269628242522042370,sab1neko,2020-06-07 13:52:16,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,68,601,3258826320,
1269627208965865473,asasin2546,2020-06-07 13:48:09,コロナはフェイクであり茶番に過ぎないからいい加減テレビ放送するのやめようよ。みんな気づき始めてるよ。なのに毎日しつこくコロナコロナって。ワクチン#RFID 5ジーの方が恐ろしいよ。そしてもうそろ地震らしいから皆生き延びて国と戦おう。,2,0,690,720,320625355,
1269626078911315969,oooioooiooo2,2020-06-07 13:43:40,つまりここに集まってる人は今回のコロナがインフルエンザを利用したフェイクってわかってる。ワクチン利権は石油よりもデカいからね。 https://t.co/IzAt81dyOg,1,1,476,578,1240287422019039233,
1269626049387655168,senki_konkatsu,2020-06-07 13:43:33,コロナロマンスだっけ？で有名になったしほのさん、100%フェイク。noteでアフィリエイトに誘導する商業目的のアカウント。毛色はちょっと違うけど、りりこ＠婚活ババァ（だっけ？）さんと同じ。他にも同じようなアカウント大量に知ってるから、間違いない。やれやれ😫,8,0,70,141,1261708970927861761,
1269625957188435968,034angie1,2020-06-07 13:43:11,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,226,337,1625090814,
1269623220644179975,satou7satou,2020-06-07 13:32:18,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,169,3281,2626182048,
1269623101051920384,quyi_k,2020-06-07 13:31:50,@arimoto_kaori コロナの専門家会議の議事録のニュースもフェイクです。だんだん共同通信が朝日新聞になってきました。https://t.co/HB2VcvPVrw,3,0,196,575,980480944099356674,
1269620617289928704,qdjcIuxBRIOLsRg,2020-06-07 13:21:58,RT @Space_417: トランプを嫌いな人も多いだろう私もコロナ禍になるまでは彼はコロナがフェイクと知っているだからマスクもつけずに抗マラリア薬を飲んでみせるパフォーマンスをしたこの映像はパフォーマンスかもしれないしかし教会の前で本気で悪魔と戦うことを誓った#…,0,19,7,26,1231600842383355905,
1269620295008018433,hisamario,2020-06-07 13:20:41,@realwavebaba @realwavebaba フェイクではないけど、ガセ記事ですね屋外で薪で火葬するのは今でも続くインドの伝統でコロナが理由ではありませんね…https://t.co/VSUEWLFjs6,1,1,14,41,115141619,
1269619451390881792,hanshin315,2020-06-07 13:17:20,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,420,861,1196415713780490243,
1269618903304400897,rinarinarin073,2020-06-07 13:15:09,RT @LMp3aesoEU0R85N: 世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。…,0,24,837,1234,783619003533041664,
1269615681625972738,erie0917,2020-06-07 13:02:21,RT @sasuke01sasuke: @rikomrnk @aoikoutarou ブッシュの時は『テロとの戦いだ！』今回は『未知のウィルスとの戦いだ！』マッチポンプで同じ手口で今回も経済を壊す為の完全にフェイク！新型コロナはウィルスの怖さの1/100https://t.c…,0,1,68,255,985322746526625793,
1269615628832260099,erie0917,2020-06-07 13:02:08,RT @NumaHaru333: テレビは相変わらず、新型コロナの危険性を、ワイワイ言っていますね。情報が正しいか、フェイクかは関係なく、怖い情報を毎日見るのは、メンタルに悪い影響を受けますので、私は見ないようにしています。こう長期間、悪いニュースばかり聞いていたら、元…,0,9,68,255,985322746526625793,
1269615573765287936,erie0917,2020-06-07 13:01:55,RT @ponpon_0819: 新型コロナウイルスはワクチン利権のための壮大なフェイクであることに国民はいい加減気付くべきだ,0,1,68,255,985322746526625793,
1269615419339362307,erie0917,2020-06-07 13:01:18,RT @katatumuri_dayo: 何回この言葉を聞いてきたことか。もうフェイクはやめてほしいですね。新型コロナのPCR検査 都道府県の体制強化求める指針 厚労省 https://t.co/mUDy1qmN8P,0,2,68,255,985322746526625793,
1269615195250323457,alphabill,2020-06-07 13:00:25,@Captain_Y1 「コロナ フェイク」で日本語検索すると萌芽はありますね...,0,0,798,1826,6023862,
1269615097179078656,erie0917,2020-06-07 13:00:02,RT @AmboTakashi2: 「東京アラート」として、死亡者が殆どいない新型コロナウイルスの危険性を東京都はいまだに煽っております。都知事のパフォーマンスに、いつまでも付き合ってはいられないのです。それよりも「５G」の危険性。コロナはフェイクですが、５Gはリアルに我々の命…,0,13,68,255,985322746526625793,
1269609464212058113,gSAuRxdD8armfAj,2020-06-07 12:37:39,RT @LMp3aesoEU0R85N: 世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。…,0,24,223,849,1208273514756624384,
1269607646014787586,gMfsbvYjowFPAdA,2020-06-07 12:30:25,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,25,47,4533244212,
1269606546574471168,ik860206,2020-06-07 12:26:03,@yuriko22851442 今までのようにマスコミの情報を鵜呑みにしている人は間違いなく乗り遅れていくと思いますコロナで、SNSで情報を得る人が増えたのは確か。SNSは、フェイクや誹謗中傷など危険性も高いですが、一方で正しい情報によりアップデートされていくので自浄作用が効き、テレビよりマシだと思います笑,2,0,1524,663,2873438437,
1269605376908914688,shinbiganA,2020-06-07 12:21:24,RT @LMp3aesoEU0R85N: 世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。…,0,24,1063,419,1035799528195031041,
1269605034741751813,ponpon_0819,2020-06-07 12:20:03,新型コロナウイルスはワクチン利権のための壮大なフェイクであることに国民はいい加減気付くべきだ,1,1,8,29,1214328181970194434,
1269603694854598658,ASwyN4xVmlCMIa1,2020-06-07 12:14:43,RT @LMp3aesoEU0R85N: 世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。…,0,24,275,206,1151029136560799745,
1269603413894893570,7777yoh,2020-06-07 12:13:36,RT @LMp3aesoEU0R85N: 世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。…,0,24,620,818,995086813,
1269600922155405312,kiyoko61325646,2020-06-07 12:03:42,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,68,191,1181765737972584448,
1269600916149157888,295e0c31c401495,2020-06-07 12:03:41,RT @LMp3aesoEU0R85N: 世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。…,0,24,352,529,2894719669,
1269600115213299712,heiwa_spi,2020-06-07 12:00:30,@mikoto02204414 @ImmwVs6pnYYOkyS これこそ、コロナはフェイクだと思わせるために流された情報だとも言えます。情報は思い込まないで冷静に見る。海外の医学論文に血栓のことは、はっきりと書かれています。,1,0,4539,4129,143031868,
1269599034697674752,monochian,2020-06-07 11:56:12,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,8361,7344,125310752,
1269598708015837185,zatta_no_maki,2020-06-07 11:54:54,RT @LMp3aesoEU0R85N: 世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。…,0,24,152,255,1058566717213859840,
1269598565560487936,JUNKMAN12601697,2020-06-07 11:54:20,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,49,59,1165094757627858944,
1269594708776415232,tErU0jp2hBEoY23,2020-06-07 11:39:01,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,367,562,1229478760879050752,
1269594198694477827,hja5eq36ikpAvTs,2020-06-07 11:36:59,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,62,165,906069354529169408,
1269593833840361472,LMp3aesoEU0R85N,2020-06-07 11:35:32,世界の闇を暴くシリーズ④完結コロナ騒動は全てフェイク‼️海外で騒がれたコロナ死亡者数は全て水増しされていた。その証拠がコレ😳つまり、支配層の壮大なヤ・ラ・セ真の目的は国家を利用した管理社会の実現、つまりNWOと呼びます。先ずはこれに気づいてそして明日からマスクを外そう👍 https://t.co/KPRCVgJtW4,52,24,1197,111,1080374532471382016,
1269593736960344065,yanbow0822,2020-06-07 11:35:09,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,95,108,1262726350185488384,
1269593034464694272,0r7VoD0rq0noEll,2020-06-07 11:32:21,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,41,88,1094440326167547904,
1269592768478769152,honneiitainaa,2020-06-07 11:31:18,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,2347,4843,827009862303244289,
1269590473984716802,Cou1r1jZLaBiDL2,2020-06-07 11:22:11,@yamazogaikuzo 世界の構造として、早晩、米中の二者択一という選択を迫られるのは必定。今からその時の準備を進めておくのが国家の指導者の責務。共同がフェイクだとしても、その時の覚悟を考える機会が与えられたと考えるべきだ。コロナのような成り行き任せだけは止めてください。多数のシナリオ用意は必須。,0,0,233,451,1033581344553558016,
1269589137314603009,ncExUIKNQSbSR9L,2020-06-07 11:16:52,患者数や死亡者数が多い所はコロナ診断にお金が入るからです。ヨーロッパは殆どそうです。金儲けや、利権が欲しいからコロナは計画されたんです。病院やテントの画像、ウイルスの画像はフェイクです。 #コロナはフェイク,0,0,296,709,1055854314353123328,
1269587869036765185,ncExUIKNQSbSR9L,2020-06-07 11:11:50,AIDSウイルスも結局はフェイクでしたね治療薬が売れないので開発は辞めましたねコロナはウイルスが未だ見つかってないのにワクチンが出来るかも？あり得ませんワクチン有りますと言われても絶対打っちゃダメですよ偽物です #コロナはフェイク,1,0,296,709,1055854314353123328,
1269587801420394498,jingukogo1864,2020-06-07 11:11:34,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,5180,5699,2985651290,
1269582189642964992,tetsuboi,2020-06-07 10:49:16,フェイクを無頓着に流す人がいるからな！ ＃トランプ米国民３分の１、コロナ対策で洗剤誤用　うがいや吸引 https://t.co/iN3ifKMKOp @cnn_co_jpより,0,0,172,442,528297903,
1269581450812284928,90zufjiszjuu11,2020-06-07 10:46:20,@BigSuicide アジア人はコロナ→咳をしたらコロナ→しばらく我慢→マスクの是非→コロナはフェイク→我慢の限界→コロナ衛生対策デモ→差別反対デモさて、これからどうなるでしょうね。謎だし迷惑ですよね。,1,0,4205,3961,890357587895619585,
1269581190563938304,irZ9NAGCFyTW63O,2020-06-07 10:45:18,@RibbonChieko ヘビーなフェイクを打ってきたわ　コロナ禍で左がハードアタックをするようになってきた　強気なのか焦りなのか　大都市圏住民は意識しないけど地方紙にはこれがストレートに載る　こう考えると地方については紙媒体が絶滅してほしい　特に沖縄２紙,2,0,191,280,1103982304093859845,
1269581139091402753,mado_guy,2020-06-07 10:45:05,コロナをフェイクだとかショボイ風邪だとか言ってる人見て頭が痛くなってるいやコロナと言ってるだけでcovid-19とは言ってないが通用はせんだろう…,0,0,163,878,135001760,
1269575705836187648,cooking_poo,2020-06-07 10:23:30,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,123,184,1012837095562403840,
1269574187934314497,kiinoyonekaji,2020-06-07 10:17:28,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,41,169,1124020418359304192,
1269569608765157378,Tya69417165,2020-06-07 09:59:16,@yamazogaikuzo フェイクニュースは民主主義にとってコロナ以上のウイルスです。これがフェイクなら共同通信がフェイクニュースを流したと政府が広報すべきだと思います。,2,0,91,497,1161991774157471744,
1269567790052020224,nihon8888,2020-06-07 09:52:03,#マスク要らない　#コロナ　#マスク電車　#フェイク下記tweetさんを是非クリックし、写真を見て欲しい。いい写真だ。キャンペーンだと誰でも解る。ついさっきリツイートしたが、元tweetさんが3分の1以下の面積に。 https://t.co/jtLOC8cYeJ,0,0,412,685,1072671647075721217,
1269566564430254080,sakuran_mia,2020-06-07 09:47:11,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,4139,3772,1250858076,
1269566320149794817,sat0uma,2020-06-07 09:46:12,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,1883,1888,165942496,
1269566254580289536,nihon8888,2020-06-07 09:45:57,#マスク要らない　#コロナ　#マスク電車　#フェイク https://t.co/jtLOC8cYeJ,1,0,412,685,1072671647075721217,
1269565458505535488,tokyobigc,2020-06-07 09:42:47,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,246,713,363013248,
1269564293512454144,RirannType16,2020-06-07 09:38:09,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,1134,1404,728798370270060544,
1269563809821151233,michan07531,2020-06-07 09:36:14,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,4756,4443,105719936,
1269563320169664515,nattchitoaikono,2020-06-07 09:34:17,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,75,180,1670697194,
1269562971069403141,tomos8516,2020-06-07 09:32:54,RT @t0rajnr: 中国批判声明を出さない？本当か??尖閣は？沖縄や北海道は？ほんでコロナウィルスは？おい。日本の政治家よく聞け。俺たちはこれが事実ならお前らを絶対に許さんぞ。そして共同通信さん。これがフェイクだったら許さんぞ。笑えなさすぎるからな。#中国批判声明…,0,16,151,150,232436368,
1269562268871651329,easy_to_tactix,2020-06-07 09:30:06,香港への非難声明日本不参加の件共同通信のフェイクらしいけど何回目だろ？アメリカのようにメディアやりたい放題規制そろそろやらないといけない気がコロナでいろんなとこで矛盾と言うか問題表に出てきたな,0,0,492,1261,269827033,
1269561831552475136,nonoandmeme,2020-06-07 09:28:22,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,337,211,1178715580079099904,
1269561469424697345,B5TR6d6x9N6UfvI,2020-06-07 09:26:56,RT @t0rajnr: 中国批判声明を出さない？本当か??尖閣は？沖縄や北海道は？ほんでコロナウィルスは？おい。日本の政治家よく聞け。俺たちはこれが事実ならお前らを絶対に許さんぞ。そして共同通信さん。これがフェイクだったら許さんぞ。笑えなさすぎるからな。#中国批判声明…,0,16,443,849,1110015279310897152,
1269560701531508737,StayCandy1,2020-06-07 09:23:53,RT @OmegaYamamoto: @sharenewsjapan1 安倍総理は断言したよ。「コロナ感染の世界的な拡大は、中国の責任であり、我々日本は、同盟国であるアメリカと共に、足並みを揃えて、これを追及していく」って。この発言を翌日には「中国擁護」と報道したメディ…,0,29,63,153,1087743489448669184,
1269558067600871424,sasa_matisse,2020-06-07 09:13:25,コロナ騒動の原因は、リアルとフェイクを見分けられないこと。 https://t.co/5lwOiKpnve @YouTubeより,0,0,180,112,3691031294,
1269557888596406272,KeisukeTyousyu,2020-06-07 09:12:42,RT @LaiaSijin: @kskgroup2017 私が調べたところでは、このニュースの出所は共同通信一社です。また、産経新聞はこのニュースを削除しています。共同通信は以前からヤバイです。最近では、アビガンは新型コロナに有効な結果を示されなかったと大誤報を報じていま…,0,60,654,731,885767233930108928,
1269556276276523010,Tubuyaitawa,2020-06-07 09:06:18,RT @90T71udjYliEzxi: 私の解釈は「コロナは武漢で発生し武漢で収束した」「世界に蔓延してるというのはフェイク」。風邪のウイルスを存在しないコロナウイルスだと捏造している。ＳＴＡＰ細胞と一緒だ。世界の「小保方晴子化」だ,0,1,184,175,2709304886,
